X,Y,Z,Name,description
5.9146274553829,52.15715624057,0,Grafheuvel Beekbergen (45185),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.15715624057 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9146274553829<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/IMG_0520_Loenen.JPG"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45185...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37684"" >Link To More Information</a><br />
                    "
5.9520983820771,52.169997474264,0,Grafheuvel Beekbergen (45190),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.169997474264 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9520983820771<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45190<br />
...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37636"" >Link To More Information</a><br />
                    "
6.81647,52.90103,0,Grafheuvel Bodenpad,"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Drenthe <br /> Pos Accuracy: <b>5</b> Condition: <b>4</b> (5 is best)   Ambience: <b>3</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.90103 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.81647<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/sxw__DSC4174M.jpg"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow in Drenthe. One of many burial mounds ('grafheuvels') in the province of Drenthe can be found along the Bodenpad in the ExlooÃ«rbos....<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=54929"" >Link To More Information</a><br />
                    "
5.3471609739861,52.045206247134,0,Grafheuvel Doorn (45568),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Utrecht <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.045206247134 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.3471609739861<br />
                    Round Barrow in Utrecht. Rijksmonument (national monument) number: 45568...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37539"" >Link To More Information</a><br />
                    "
5.6679404513661,52.271132057899,0,Grafheuvel Drie (45485),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.271132057899 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.6679404513661<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45485...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37628"" >Link To More Information</a><br />
                    "
6.696043,53.063949,0,Grafheuvel Driemarkenpunt,"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Drenthe <br /> Pos Accuracy: <b>4</b> Condition: <b>4</b> (5 is best)   Ambience: <b>5</b>  Access: <b>3</b>  (5 is best)<br />
                    <b>Lat:</b> 53.063949 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.696043<br />
                    Round Barrow(s) in Drenthe. ...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=55273"" >Link To More Information</a><br />
                    "
6.2309176422804,52.179882642649,0,Grafheuvel Eefde (45424),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.179882642649 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.2309176422804<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/hlr_P1090378.jpg"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45424...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37691"" >Link To More Information</a><br />
                    "
6.5829610579278,53.140430490139,0,Grafheuvel Eelde (45394),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Drenthe <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 53.140430490139 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.5829610579278<br />
                    Round Barrow in Drenthe. Rijksmonument (national monument) number: 45394...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37513"" >Link To More Information</a><br />
                    "
6.121700462002,52.836240826231,0,Grafheuvel Eesveen (46048),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Overijssel <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.836240826231 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.121700462002<br />
                    Round Barrow in Overijssel. Rijksmonument (national monument) number: 46048...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37473"" >Link To More Information</a><br />
                    "
6.1098859784716,52.828054062465,0,Grafheuvel Eesveen (46049),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Overijssel <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.828054062465 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.1098859784716<br />
                    Round Barrow in Overijssel. Rijksmonument (national monument) number: 46049...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37474"" >Link To More Information</a><br />
                    "
6.72497,53.03072,0,Grafheuvel Eext (45020),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Drenthe <br /> Pos Accuracy: <b>4</b> Condition: <b>3</b> (5 is best)   Ambience: <b>4</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 53.03072 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.72497<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/cqk_g-03.jpg"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow(s) in Drenthe. Rijksmonument (national monument) number: 45020...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=51728"" >Link To More Information</a><br />
                    "
6.7298487005094,53.029152108212,0,Grafheuvel Eext (45021),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Drenthe <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 53.029152108212 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.7298487005094<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/uxq_Eext-03.jpg"" align=""right"" valign=""top""></a>
<br />
                    This low grassy grave mound lies a short distance within an area of woodland about 350 metres southeast of Rijksmonument 45020. . On approach from the east it is difficult to make out through a tangle...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37508"" >Link To More Information</a><br />
                    "
